20
9 	 1 2 3 4 5 6 7 8 9 
4 	0 18 10 11 
4 	0 10 11 12 
4 	0 11 12 13 
4 	0 12 13 14 
4 	0 13 14 15 
4 	0 14 15 16 
4 	0 15 16 17 
4 	0 16 17 18 
4 	0 17 18 10 
4 	 19 5 1 2 
4 	 19 1 2 3 
4 	 19 2 3 4 
4 	 19 3 4 5 
4 	 19 4 5 6 
4 	 19 5 6 7 
4 	 19 6 7 8 
4 	 19 7 8 9 
4 	 19 8 9 1 
9 	 10 11 12 13 14 15 16 17 18 
6 	4 16 1 3 17 7
6 	5 17 2 0 18 4
6 	6 18 3 1 19 5
6 	7 19 0 2 16 6
6 	8 0 5 7 1 11
6 	9 1 6 4 2 8
6 	10 2 7 5 3 9
6 	11 3 4 6 0 10
6 	12 4 9 11 5 15
6 	13 5 10 8 6 12
6 	14 6 11 9 7 13
6 	15 7 8 10 4 14
6 	16 8 13 15 9 19
6 	17 9 14 12 10 16
6 	18 10 15 13 11 17
6 	19 11 12 14 8 18
6 	0 12 17 19 13 3
6 	1 13 18 16 14 0
6 	2 14 19 17 15 1
6 	3 15 16 18 12 2
