25
8	1 6 5 9 4 24 20 21 
8	2 7 6 5 0 20 21 22 
8	3 8 7 6 1 21 22 23 
8	4 9 8 7 2 22 23 24 
8	0 5 9 8 3 23 24 20 
8	6 11 10 14 9 4 0 1 
8	7 12 11 10 5 0 1 2 
8	8 13 12 11 6 1 2 3 
8	9 14 13 12 7 2 3 4 
8	5 10 14 13 8 3 4 0 
8	11 16 15 19 14 9 5 6 
8	12 17 16 15 10 5 6 7 
8	13 18 17 16 11 6 7 8 
8	14 19 18 17 12 7 8 9 
8	10 15 19 18 13 8 9 5 
8	16 21 20 24 19 14 10 11 
8	17 22 21 20 15 10 11 12 
8	18 23 22 21 16 11 12 13 
8	19 24 23 22 17 12 13 14 
8	15 20 24 23 18 13 14 10 
8	21 1 0 4 24 19 15 16 
8	22 2 1 0 20 15 16 17 
8	23 3 2 1 21 16 17 18 
8	24 4 3 2 22 17 18 19 
8	20 0 4 3 23 18 19 15 
3	1 3 5 
4	2 4 0 3 
3	7 1 4 
4	0 1 5 6 
4	1 2 6 7 
5	6 8 3 0 10 
6	7 9 4 5 3 8 
5	2 12 6 4 9 
4	5 6 10 11 
4	6 7 11 12 
5	11 13 8 5 15 
6	12 14 9 10 8 13 
5	7 17 11 9 14 
4	10 11 15 16 
4	11 12 16 17 
3	16 13 10 
4	17 14 15 13 
3	12 16 14 
0 
0 
0 
0 
0 
0 
0 

