25
11 	 1 2 3 4 5 6 7 8 9 10 11 
4 	0 22 12 13 
4 	0 12 13 14 
4 	0 13 14 15 
4 	0 14 15 16 
4 	0 15 16 17 
4 	0 16 17 18 
4 	0 17 18 19 
4 	0 18 19 20 
4 	0 19 20 21 
4 	0 20 21 22 
4 	0 21 22 12 
4 	 23 5 1 2 
4 	 23 1 2 3 
4 	 23 2 3 4 
4 	 23 3 4 5 
4 	 23 4 5 6 
4 	 23 5 6 7 
4 	 23 6 7 8 
4 	 23 7 8 9 
4 	 23 8 9 10 
4 	 23 9 10 11 
4 	 23 10 11 1 
11 	 12 13 14 15 16 17 18 19 20 21 22 
0
6 	5 20 1 4 21 9
6 	6 21 2 0 22 5
6 	7 22 3 1 23 6
6 	8 23 4 2 24 7
6 	9 24 0 3 20 8
6 	10 0 6 9 1 14
6 	11 1 7 5 2 10
6 	12 2 8 6 3 11
6 	13 3 9 7 4 12
6 	14 4 5 8 0 13
6 	15 5 11 14 6 19
6 	16 6 12 10 7 15
6 	17 7 13 11 8 16
6 	18 8 14 12 9 17
6 	19 9 10 13 5 18
6 	20 10 16 19 11 24
6 	21 11 17 15 12 20
6 	22 12 18 16 13 21
6 	23 13 19 17 14 22
6 	24 14 15 18 10 23
6 	0 15 21 24 16 4
6 	1 16 22 20 17 0
6 	2 17 23 21 18 1
6 	3 18 24 22 19 2
6 	4 19 20 23 15 3
