35
8	1 8 7 13 6 34 28 29 
8	2 9 8 7 0 28 29 30 
8	3 10 9 8 1 29 30 31 
8	4 11 10 9 2 30 31 32 
8	5 12 11 10 3 31 32 33 
8	6 13 12 11 4 32 33 34 
8	0 7 13 12 5 33 34 28 
8	8 15 14 20 13 6 0 1 
8	9 16 15 14 7 0 1 2 
8	10 17 16 15 8 1 2 3 
8	11 18 17 16 9 2 3 4 
8	12 19 18 17 10 3 4 5 
8	13 20 19 18 11 4 5 6 
8	7 14 20 19 12 5 6 0 
8	15 22 21 27 20 13 7 8 
8	16 23 22 21 14 7 8 9 
8	17 24 23 22 15 8 9 10 
8	18 25 24 23 16 9 10 11 
8	19 26 25 24 17 10 11 12 
8	20 27 26 25 18 11 12 13 
8	14 21 27 26 19 12 13 7 
8	22 29 28 34 27 20 14 15 
8	23 30 29 28 21 14 15 16 
8	24 31 30 29 22 15 16 17 
8	25 32 31 30 23 16 17 18 
8	26 33 32 31 24 17 18 19 
8	27 34 33 32 25 18 19 20 
8	21 28 34 33 26 19 20 14 
8	29 1 0 6 34 27 21 22 
8	30 2 1 0 28 21 22 23 
8	31 3 2 1 29 22 23 24 
8	32 4 3 2 30 23 24 25 
8	33 5 4 3 31 24 25 26 
8	34 6 5 4 32 25 26 27 
8	28 0 6 5 33 26 27 21 
3	1 4 7 
4	2 5 0 4 
4	3 6 1 5 
3	10 2 6 
4	0 1 7 8 
4	1 2 8 9 
4	2 3 9 10 
5	8 11 4 0 14 
6	9 12 5 7 4 11 
6	10 13 6 8 5 12 
5	3 17 9 6 13 
4	7 8 14 15 
4	8 9 15 16 
4	9 10 16 17 
5	15 18 11 7 21 
6	16 19 12 14 11 18 
6	17 20 13 15 12 19 
5	10 24 16 13 20 
4	14 15 21 22 
4	15 16 22 23 
4	16 17 23 24 
5	22 25 18 14 28 
6	23 26 19 21 18 25 
6	24 27 20 22 19 26 
5	17 31 23 20 27 
4	21 22 28 29 
4	22 23 29 30 
4	23 24 30 31 
0 
0 
0 
0 
0 
0 
0 

