20
8 	 1 2 3 4 5 6 7 8 
4 	0 16 9 10 
4 	0 9 10 11 
4 	0 10 11 12 
4 	0 11 12 13 
4 	0 12 13 14 
4 	0 13 14 15 
4 	0 14 15 16 
4 	0 15 16 9 
4 	 17 5 1 2 
4 	 17 1 2 3 
4 	 17 2 3 4 
4 	 17 3 4 5 
4 	 17 4 5 6 
4 	 17 5 6 7 
4 	 17 6 7 8 
4 	 17 7 8 1 
8 	 9 10 11 12 13 14 15 16 
0
0
6 	5 15 1 4 16 9
6 	6 16 2 0 17 5
6 	7 17 3 1 18 6
6 	8 18 4 2 19 7
6 	9 19 0 3 15 8
6 	10 0 6 9 1 14
6 	11 1 7 5 2 10
6 	12 2 8 6 3 11
6 	13 3 9 7 4 12
6 	14 4 5 8 0 13
6 	15 5 11 14 6 19
6 	16 6 12 10 7 15
6 	17 7 13 11 8 16
6 	18 8 14 12 9 17
6 	19 9 10 13 5 18
6 	0 10 16 19 11 4
6 	1 11 17 15 12 0
6 	2 12 18 16 13 1
6 	3 13 19 17 14 2
6 	4 14 15 18 10 3
