40
2 	1 2
3 	0 3 4
3 	0 5 6
3 	1 7 8
3 	1 9 10
3 	2 11 12
3 	2 13 14
3 	3 15 16
3 	3 17 18
3 	4 19 20
3 	4 21 22
3 	5 23 24
3 	5 25 26
3 	6 27 28
3 	6 29 30
1 	7
1 	7
1 	8
1 	8
1 	9
1 	9
1 	10
1 	10
1 	11
1 	11
1 	12
1 	12
1 	13
1 	13
1 	14
1 	14
0
0
0
0
0
0
0
0
0
4 	5 35 1 4
4 	6 36 2 0
4 	7 37 3 1
4 	8 38 4 2
4 	9 39 0 3
4 	10 0 6 9
4 	11 1 7 5
4 	12 2 8 6
4 	13 3 9 7
4 	14 4 5 8
4 	15 5 11 14
4 	16 6 12 10
4 	17 7 13 11
4 	18 8 14 12
4 	19 9 10 13
4 	20 10 16 19
4 	21 11 17 15
4 	22 12 18 16
4 	23 13 19 17
4 	24 14 15 18
4 	25 15 21 24
4 	26 16 22 20
4 	27 17 23 21
4 	28 18 24 22
4 	29 19 20 23
4 	30 20 26 29
4 	31 21 27 25
4 	32 22 28 26
4 	33 23 29 27
4 	34 24 25 28
4 	35 25 31 34
4 	36 26 32 30
4 	37 27 33 31
4 	38 28 34 32
4 	39 29 30 33
4 	0 30 36 39
4 	1 31 37 35
4 	2 32 38 36
4 	3 33 39 37
4 	4 34 35 38
