20
8 	 1 2 3 4 5 6 7 8 
4 	0 16 9 10 
4 	0 9 10 11 
4 	0 10 11 12 
4 	0 11 12 13 
4 	0 12 13 14 
4 	0 13 14 15 
4 	0 14 15 16 
4 	0 15 16 9 
4 	 17 5 1 2 
4 	 17 1 2 3 
4 	 17 2 3 4 
4 	 17 3 4 5 
4 	 17 4 5 6 
4 	 17 5 6 7 
4 	 17 6 7 8 
4 	 17 7 8 1 
8 	 9 10 11 12 13 14 15 16 
0
0
4 	4 16 1 3
4 	5 17 2 0
4 	6 18 3 1
4 	7 19 0 2
4 	8 0 5 7
4 	9 1 6 4
4 	10 2 7 5
4 	11 3 4 6
4 	12 4 9 11
4 	13 5 10 8
4 	14 6 11 9
4 	15 7 8 10
4 	16 8 13 15
4 	17 9 14 12
4 	18 10 15 13
4 	19 11 12 14
4 	0 12 17 19
4 	1 13 18 16
4 	2 14 19 17
4 	3 15 16 18
