30
8	1 7 6 11 5 29 24 25 
8	2 8 7 6 0 24 25 26 
8	3 9 8 7 1 25 26 27 
8	4 10 9 8 2 26 27 28 
8	5 11 10 9 3 27 28 29 
8	0 6 11 10 4 28 29 24 
8	7 13 12 17 11 5 0 1 
8	8 14 13 12 6 0 1 2 
8	9 15 14 13 7 1 2 3 
8	10 16 15 14 8 2 3 4 
8	11 17 16 15 9 3 4 5 
8	6 12 17 16 10 4 5 0 
8	13 19 18 23 17 11 6 7 
8	14 20 19 18 12 6 7 8 
8	15 21 20 19 13 7 8 9 
8	16 22 21 20 14 8 9 10 
8	17 23 22 21 15 9 10 11 
8	12 18 23 22 16 10 11 6 
8	19 25 24 29 23 17 12 13 
8	20 26 25 24 18 12 13 14 
8	21 27 26 25 19 13 14 15 
8	22 28 27 26 20 14 15 16 
8	23 29 28 27 21 15 16 17 
8	18 24 29 28 22 16 17 12 
8	25 1 0 5 29 23 18 19 
8	26 2 1 0 24 18 19 20 
8	27 3 2 1 25 19 20 21 
8	28 4 3 2 26 20 21 22 
8	29 5 4 3 27 21 22 23 
8	24 0 5 4 28 22 23 18 
3	1 6 11 
4	2 7 0 6 
4	3 8 1 7 
4	4 9 2 8 
4	5 10 3 9 
3	16 4 10 
4	0 1 11 12 
4	1 2 12 13 
4	2 3 13 14 
4	3 4 14 15 
4	4 5 15 16 
5	12 17 6 0 22 
6	13 18 7 11 6 17 
6	14 19 8 12 7 18 
6	15 20 9 13 8 19 
6	16 21 10 14 9 20 
5	5 27 15 10 21 
4	11 12 22 23 
4	12 13 23 24 
4	13 14 24 25 
4	14 15 25 26 
4	15 16 26 27 
3	23 17 11 
4	24 18 22 17 
4	25 19 23 18 
4	26 20 24 19 
4	27 21 25 20 
3	16 26 21 
0 
0 

