20
8	1 6 5 9 4 19 15 16 
8	2 7 6 5 0 15 16 17 
8	3 8 7 6 1 16 17 18 
8	4 9 8 7 2 17 18 19 
8	0 5 9 8 3 18 19 15 
8	6 11 10 14 9 4 0 1 
8	7 12 11 10 5 0 1 2 
8	8 13 12 11 6 1 2 3 
8	9 14 13 12 7 2 3 4 
8	5 10 14 13 8 3 4 0 
8	11 16 15 19 14 9 5 6 
8	12 17 16 15 10 5 6 7 
8	13 18 17 16 11 6 7 8 
8	14 19 18 17 12 7 8 9 
8	10 15 19 18 13 8 9 5 
8	16 1 0 4 19 14 10 11 
8	17 2 1 0 15 10 11 12 
8	18 3 2 1 16 11 12 13 
8	19 4 3 2 17 12 13 14 
8	15 0 4 3 18 13 14 10 
3	1 4 7 
4	2 5 0 4 
4	3 6 1 5 
3	10 2 6 
4	0 1 7 8 
4	1 2 8 9 
4	2 3 9 10 
5	8 11 4 0 14 
6	9 12 5 7 4 11 
6	10 13 6 8 5 12 
5	3 17 9 6 13 
4	7 8 14 15 
4	8 9 15 16 
4	9 10 16 17 
3	15 11 7 
4	16 12 14 11 
4	17 13 15 12 
3	10 16 13 
0 
0 

