25
8	1 6 5 9 4 24 20 21 
8	2 7 6 5 0 20 21 22 
8	3 8 7 6 1 21 22 23 
8	4 9 8 7 2 22 23 24 
8	0 5 9 8 3 23 24 20 
8	6 11 10 14 9 4 0 1 
8	7 12 11 10 5 0 1 2 
8	8 13 12 11 6 1 2 3 
8	9 14 13 12 7 2 3 4 
8	5 10 14 13 8 3 4 0 
8	11 16 15 19 14 9 5 6 
8	12 17 16 15 10 5 6 7 
8	13 18 17 16 11 6 7 8 
8	14 19 18 17 12 7 8 9 
8	10 15 19 18 13 8 9 5 
8	16 21 20 24 19 14 10 11 
8	17 22 21 20 15 10 11 12 
8	18 23 22 21 16 11 12 13 
8	19 24 23 22 17 12 13 14 
8	15 20 24 23 18 13 14 10 
8	21 1 0 4 24 19 15 16 
8	22 2 1 0 20 15 16 17 
8	23 3 2 1 21 16 17 18 
8	24 4 3 2 22 17 18 19 
8	20 0 4 3 23 18 19 15 
3	1 5 9 
4	2 6 0 5 
4	3 7 1 6 
4	4 8 2 7 
3	13 3 8 
4	0 1 9 10 
4	1 2 10 11 
4	2 3 11 12 
4	3 4 12 13 
5	10 14 5 0 18 
6	11 15 6 9 5 14 
6	12 16 7 10 6 15 
6	13 17 8 11 7 16 
5	4 22 12 8 17 
4	9 10 18 19 
4	10 11 19 20 
4	11 12 20 21 
4	12 13 21 22 
3	19 14 9 
4	20 15 18 14 
4	21 16 19 15 
4	22 17 20 16 
3	13 21 17 
0 
0 

