35
2 	1 2
3 	0 3 4
3 	0 5 6
3 	1 7 8
3 	1 9 10
3 	2 11 12
3 	2 13 14
3 	3 15 16
3 	3 17 18
3 	4 19 20
3 	4 21 22
3 	5 23 24
3 	5 25 26
3 	6 27 28
3 	6 29 30
1 	7
1 	7
1 	8
1 	8
1 	9
1 	9
1 	10
1 	10
1 	11
1 	11
1 	12
1 	12
1 	13
1 	13
1 	14
1 	14
0
0
0
0
4 	7 28 1 6
4 	8 29 2 0
4 	9 30 3 1
4 	10 31 4 2
4 	11 32 5 3
4 	12 33 6 4
4 	13 34 0 5
4 	14 0 8 13
4 	15 1 9 7
4 	16 2 10 8
4 	17 3 11 9
4 	18 4 12 10
4 	19 5 13 11
4 	20 6 7 12
4 	21 7 15 20
4 	22 8 16 14
4 	23 9 17 15
4 	24 10 18 16
4 	25 11 19 17
4 	26 12 20 18
4 	27 13 14 19
4 	28 14 22 27
4 	29 15 23 21
4 	30 16 24 22
4 	31 17 25 23
4 	32 18 26 24
4 	33 19 27 25
4 	34 20 21 26
4 	0 21 29 34
4 	1 22 30 28
4 	2 23 31 29
4 	3 24 32 30
4 	4 25 33 31
4 	5 26 34 32
4 	6 27 28 33
