20
8	1 5 4 7 3 19 16 17 
8	2 6 5 4 0 16 17 18 
8	3 7 6 5 1 17 18 19 
8	0 4 7 6 2 18 19 16 
8	5 9 8 11 7 3 0 1 
8	6 10 9 8 4 0 1 2 
8	7 11 10 9 5 1 2 3 
8	4 8 11 10 6 2 3 0 
8	9 13 12 15 11 7 4 5 
8	10 14 13 12 8 4 5 6 
8	11 15 14 13 9 5 6 7 
8	8 12 15 14 10 6 7 4 
8	13 17 16 19 15 11 8 9 
8	14 18 17 16 12 8 9 10 
8	15 19 18 17 13 9 10 11 
8	12 16 19 18 14 10 11 8 
8	17 1 0 3 19 15 12 13 
8	18 2 1 0 16 12 13 14 
8	19 3 2 1 17 13 14 15 
8	16 0 3 2 18 14 15 12 
3	1 3 5 
4	2 4 0 3 
3	7 1 4 
4	0 1 5 6 
4	1 2 6 7 
5	6 8 3 0 10 
6	7 9 4 5 3 8 
5	2 12 6 4 9 
4	5 6 10 11 
4	6 7 11 12 
5	11 13 8 5 15 
6	12 14 9 10 8 13 
5	7 17 11 9 14 
4	10 11 15 16 
4	11 12 16 17 
0 
0 
0 
0 
0 

